week_start,week_end,region,crop,price
2025-11-24,2025-11-28,Arusha,maize,700
2025-11-24,2025-11-28,Arusha,rice,2800
2025-11-24,2025-11-28,Arusha,beans,2100
2025-11-24,2025-11-28,Arusha,sorghum,1100
2025-11-24,2025-11-28,Arusha,bulrush_millet,
2025-11-24,2025-11-28,Arusha,finger_millet,1600
2025-11-24,2025-11-28,Arusha,round_potato,900
2025-11-24,2025-11-28,Dar es Salaam,maize,900
2025-11-24,2025-11-28,Dar es Salaam,rice,2600
2025-11-24,2025-11-28,Dar es Salaam,beans,2900
2025-11-24,2025-11-28,Dar es Salaam,sorghum,1200
2025-11-24,2025-11-28,Dar es Salaam,bulrush_millet,1300
2025-11-24,2025-11-28,Dar es Salaam,finger_millet,2400
2025-11-24,2025-11-28,Dar es Salaam,round_potato,1100
2025-11-24,2025-11-28,Dodoma,maize,700
2025-11-24,2025-11-28,Dodoma,rice,2500
2025-11-24,2025-11-28,Dodoma,beans,2600
2025-11-24,2025-11-28,Dodoma,sorghum,600
2025-11-24,2025-11-28,Dodoma,bulrush_millet,
2025-11-24,2025-11-28,Dodoma,finger_millet,
2025-11-24,2025-11-28,Dodoma,round_potato,1000
2025-11-24,2025-11-28,Iringa,maize,600
2025-11-24,2025-11-28,Iringa,rice,2500
2025-11-24,2025-11-28,Iringa,beans,2300
2025-11-24,2025-11-28,Iringa,sorghum,1400
2025-11-24,2025-11-28,Iringa,bulrush_millet,1600
2025-11-24,2025-11-28,Iringa,finger_millet,2300
2025-11-24,2025-11-28,Iringa,round_potato,600
2025-11-24,2025-11-28,Kagera,maize,900
2025-11-24,2025-11-28,Kagera,rice,2400
2025-11-24,2025-11-28,Kagera,beans,2200
2025-11-24,2025-11-28,Kagera,sorghum,1700
2025-11-24,2025-11-28,Kagera,bulrush_millet,1700
2025-11-24,2025-11-28,Kagera,finger_millet,2500
2025-11-24,2025-11-28,Kagera,round_potato,900
2025-11-24,2025-11-28,Katavi,maize,800
2025-11-24,2025-11-28,Katavi,rice,
2025-11-24,2025-11-28,Katavi,beans,2300
2025-11-24,2025-11-28,Katavi,sorghum,
2025-11-24,2025-11-28,Katavi,bulrush_millet,
2025-11-24,2025-11-28,Katavi,finger_millet,
2025-11-24,2025-11-28,Katavi,round_potato,
2025-11-24,2025-11-28,Kigoma,maize,700
2025-11-24,2025-11-28,Kigoma,rice,2400
2025-11-24,2025-11-28,Kigoma,beans,1900
2025-11-24,2025-11-28,Kigoma,sorghum,1100
2025-11-24,2025-11-28,Kigoma,bulrush_millet,1100
2025-11-24,2025-11-28,Kigoma,finger_millet,2100
2025-11-24,2025-11-28,Kigoma,round_potato,1000
2025-11-24,2025-11-28,Lindi,maize,900
2025-11-24,2025-11-28,Lindi,rice,3000
2025-11-24,2025-11-28,Lindi,beans,3300
2025-11-24,2025-11-28,Lindi,sorghum,2300
2025-11-24,2025-11-28,Lindi,bulrush_millet,2900
2025-11-24,2025-11-28,Lindi,finger_millet,3300
2025-11-24,2025-11-28,Lindi,round_potato,1000
2025-11-24,2025-11-28,Manyara,maize,
2025-11-24,2025-11-28,Manyara,rice,
2025-11-24,2025-11-28,Manyara,beans,
2025-11-24,2025-11-28,Manyara,sorghum,
2025-11-24,2025-11-28,Manyara,bulrush_millet,
2025-11-24,2025-11-28,Manyara,finger_millet,
2025-11-24,2025-11-28,Manyara,round_potato,900
2025-11-24,2025-11-28,Mara,maize,800
2025-11-24,2025-11-28,Mara,rice,2400
2025-11-24,2025-11-28,Mara,beans,2200
2025-11-24,2025-11-28,Mara,sorghum,1600
2025-11-24,2025-11-28,Mara,bulrush_millet,1600
2025-11-24,2025-11-28,Mara,finger_millet,2400
2025-11-24,2025-11-28,Mara,round_potato,1400
2025-11-24,2025-11-28,Morogoro,maize,900
2025-11-24,2025-11-28,Morogoro,rice,2000
2025-11-24,2025-11-28,Morogoro,beans,2700
2025-11-24,2025-11-28,Morogoro,sorghum,2300
2025-11-24,2025-11-28,Morogoro,bulrush_millet,
2025-11-24,2025-11-28,Morogoro,finger_millet,2800
2025-11-24,2025-11-28,Morogoro,round_potato,1100
2025-11-24,2025-11-28,Mwanza,maize,900
2025-11-24,2025-11-28,Mwanza,rice,2800
2025-11-24,2025-11-28,Mwanza,beans,2300
2025-11-24,2025-11-28,Mwanza,sorghum,1500
2025-11-24,2025-11-28,Mwanza,bulrush_millet,
2025-11-24,2025-11-28,Mwanza,finger_millet,2400
2025-11-24,2025-11-28,Mwanza,round_potato,900
2025-11-24,2025-11-28,National Average,maize,700
2025-11-24,2025-11-28,National Average,rice,2300
2025-11-24,2025-11-28,National Average,beans,2300
2025-11-24,2025-11-28,National Average,sorghum,1500
2025-11-24,2025-11-28,National Average,bulrush_millet,1600
2025-11-24,2025-11-28,National Average,finger_millet,2200
2025-11-24,2025-11-28,National Average,round_potato,900
2025-11-24,2025-11-28,Njombe,maize,600
2025-11-24,2025-11-28,Njombe,rice,2200
2025-11-24,2025-11-28,Njombe,beans,1600
2025-11-24,2025-11-28,Njombe,sorghum,
2025-11-24,2025-11-28,Njombe,bulrush_millet,1900
2025-11-24,2025-11-28,Njombe,finger_millet,1100
2025-11-24,2025-11-28,Njombe,round_potato,700
2025-11-24,2025-11-28,Pwani,maize,1200
2025-11-24,2025-11-28,Pwani,rice,2500
2025-11-24,2025-11-28,Pwani,beans,2700
2025-11-24,2025-11-28,Pwani,sorghum,2000
2025-11-24,2025-11-28,Pwani,bulrush_millet,1600
2025-11-24,2025-11-28,Pwani,finger_millet,3000
2025-11-24,2025-11-28,Pwani,round_potato,1300
2025-11-24,2025-11-28,Rukwa,maize,600
2025-11-24,2025-11-28,Rukwa,rice,2300
2025-11-24,2025-11-28,Rukwa,beans,2800
2025-11-24,2025-11-28,Rukwa,sorghum,
2025-11-24,2025-11-28,Rukwa,bulrush_millet,
2025-11-24,2025-11-28,Rukwa,finger_millet,1200
2025-11-24,2025-11-28,Rukwa,round_potato,700
2025-11-24,2025-11-28,Ruvuma,maize,600
2025-11-24,2025-11-28,Ruvuma,rice,2300
2025-11-24,2025-11-28,Ruvuma,beans,2700
2025-11-24,2025-11-28,Ruvuma,sorghum,
2025-11-24,2025-11-28,Ruvuma,bulrush_millet,
2025-11-24,2025-11-28,Ruvuma,finger_millet,
2025-11-24,2025-11-28,Ruvuma,round_potato,
2025-11-24,2025-11-28,Shinyanga,maize,800
2025-11-24,2025-11-28,Shinyanga,rice,2400
2025-11-24,2025-11-28,Shinyanga,beans,2200
2025-11-24,2025-11-28,Shinyanga,sorghum,1600
2025-11-24,2025-11-28,Shinyanga,bulrush_millet,1000
2025-11-24,2025-11-28,Shinyanga,finger_millet,2500
2025-11-24,2025-11-28,Shinyanga,round_potato,1000
2025-11-24,2025-11-28,Simiyu,maize,900
2025-11-24,2025-11-28,Simiyu,rice,2100
2025-11-24,2025-11-28,Simiyu,beans,2900
2025-11-24,2025-11-28,Simiyu,sorghum,1900
2025-11-24,2025-11-28,Simiyu,bulrush_millet,1900
2025-11-24,2025-11-28,Simiyu,finger_millet,2800
2025-11-24,2025-11-28,Simiyu,round_potato,1500
2025-11-24,2025-11-28,Songwe,maize,500
2025-11-24,2025-11-28,Songwe,rice,2600
2025-11-24,2025-11-28,Songwe,beans,2100
2025-11-24,2025-11-28,Songwe,sorghum,
2025-11-24,2025-11-28,Songwe,bulrush_millet,
2025-11-24,2025-11-28,Songwe,finger_millet,
2025-11-24,2025-11-28,Songwe,round_potato,
2025-11-24,2025-11-28,Tabora,maize,800
2025-11-24,2025-11-28,Tabora,rice,2500
2025-11-24,2025-11-28,Tabora,beans,2100
