week_start,week_end,region,crop,price
2025-02-24,2025-02-28,Arusha,maize,800
2025-02-24,2025-02-28,Arusha,rice,3000
2025-02-24,2025-02-28,Arusha,beans,2700
2025-02-24,2025-02-28,Arusha,sorghum,1100
2025-02-24,2025-02-28,Arusha,bulrush_millet,
2025-02-24,2025-02-28,Arusha,finger_millet,1900
2025-02-24,2025-02-28,Arusha,round_potato,900
2025-02-24,2025-02-28,Dar es Salaam,maize,800
2025-02-24,2025-02-28,Dar es Salaam,rice,2500
2025-02-24,2025-02-28,Dar es Salaam,beans,
2025-02-24,2025-02-28,Dar es Salaam,sorghum,
2025-02-24,2025-02-28,Dar es Salaam,bulrush_millet,
2025-02-24,2025-02-28,Dar es Salaam,finger_millet,
2025-02-24,2025-02-28,Dar es Salaam,round_potato,
2025-02-24,2025-02-28,Dodoma,maize,700
2025-02-24,2025-02-28,Dodoma,rice,
2025-02-24,2025-02-28,Dodoma,beans,2900
2025-02-24,2025-02-28,Dodoma,sorghum,700
2025-02-24,2025-02-28,Dodoma,bulrush_millet,1000
2025-02-24,2025-02-28,Dodoma,finger_millet,
2025-02-24,2025-02-28,Dodoma,round_potato,900
2025-02-24,2025-02-28,Iringa,maize,800
2025-02-24,2025-02-28,Iringa,rice,2600
2025-02-24,2025-02-28,Iringa,beans,2900
2025-02-24,2025-02-28,Iringa,sorghum,1400
2025-02-24,2025-02-28,Iringa,bulrush_millet,1400
2025-02-24,2025-02-28,Iringa,finger_millet,2600
2025-02-24,2025-02-28,Iringa,round_potato,700
2025-02-24,2025-02-28,Lindi,maize,1100
2025-02-24,2025-02-28,Lindi,rice,2600
2025-02-24,2025-02-28,Lindi,beans,3200
2025-02-24,2025-02-28,Lindi,sorghum,2500
2025-02-24,2025-02-28,Lindi,bulrush_millet,3000
2025-02-24,2025-02-28,Lindi,finger_millet,2300
2025-02-24,2025-02-28,Lindi,round_potato,900
2025-02-24,2025-02-28,Morogoro,maize,900
2025-02-24,2025-02-28,Morogoro,rice,2200
2025-02-24,2025-02-28,Morogoro,beans,3000
2025-02-24,2025-02-28,Morogoro,sorghum,1300
2025-02-24,2025-02-28,Morogoro,bulrush_millet,
2025-02-24,2025-02-28,Morogoro,finger_millet,
2025-02-24,2025-02-28,Morogoro,round_potato,600
2025-02-24,2025-02-28,Mtwara,maize,
2025-02-24,2025-02-28,Mtwara,rice,
2025-02-24,2025-02-28,Mtwara,beans,
2025-02-24,2025-02-28,Mtwara,sorghum,
2025-02-24,2025-02-28,Mtwara,bulrush_millet,
2025-02-24,2025-02-28,Mtwara,finger_millet,
2025-02-24,2025-02-28,Mtwara,round_potato,
2025-02-24,2025-02-28,National Average,maize,800
2025-02-24,2025-02-28,National Average,rice,2200
2025-02-24,2025-02-28,National Average,beans,2700
2025-02-24,2025-02-28,National Average,sorghum,1500
2025-02-24,2025-02-28,National Average,bulrush_millet,1600
2025-02-24,2025-02-28,National Average,finger_millet,2200
2025-02-24,2025-02-28,National Average,round_potato,1000
2025-02-24,2025-02-28,Rukwa,maize,700
2025-02-24,2025-02-28,Rukwa,rice,2200
2025-02-24,2025-02-28,Rukwa,beans,2500
2025-02-24,2025-02-28,Rukwa,sorghum,
2025-02-24,2025-02-28,Rukwa,bulrush_millet,
2025-02-24,2025-02-28,Rukwa,finger_millet,2400
2025-02-24,2025-02-28,Rukwa,round_potato,700
2025-02-24,2025-02-28,Ruvuma,maize,700
2025-02-24,2025-02-28,Ruvuma,rice,2100
2025-02-24,2025-02-28,Ruvuma,beans,2800
2025-02-24,2025-02-28,Ruvuma,sorghum,
2025-02-24,2025-02-28,Ruvuma,bulrush_millet,
2025-02-24,2025-02-28,Ruvuma,finger_millet,
2025-02-24,2025-02-28,Ruvuma,round_potato,800
2025-02-24,2025-02-28,Tabora,maize,700
2025-02-24,2025-02-28,Tabora,rice,1800
2025-02-24,2025-02-28,Tabora,beans,2700
2025-02-24,2025-02-28,Tabora,sorghum,1700
2025-02-24,2025-02-28,Tabora,bulrush_millet,1900
2025-02-24,2025-02-28,Tabora,finger_millet,1900
2025-02-24,2025-02-28,Tabora,round_potato,1000
2025-02-24,2025-02-28,Tanga,maize,
2025-02-24,2025-02-28,Tanga,rice,
2025-02-24,2025-02-28,Tanga,beans,
2025-02-24,2025-02-28,Tanga,sorghum,
2025-02-24,2025-02-28,Tanga,bulrush_millet,
2025-02-24,2025-02-28,Tanga,finger_millet,
2025-02-24,2025-02-28,Tanga,round_potato,
