week_start,week_end,region,crop,price
2025-06-02,2025-06-06,Arusha,maize,800
2025-06-02,2025-06-06,Arusha,rice,2800
2025-06-02,2025-06-06,Arusha,beans,2700
2025-06-02,2025-06-06,Arusha,sorghum,1300
2025-06-02,2025-06-06,Arusha,bulrush_millet,
2025-06-02,2025-06-06,Arusha,finger_millet,2200
2025-06-02,2025-06-06,Arusha,round_potato,900
2025-06-02,2025-06-06,Dar es Salaam,maize,1000
2025-06-02,2025-06-06,Dar es Salaam,rice,2400
2025-06-02,2025-06-06,Dar es Salaam,beans,3300
2025-06-02,2025-06-06,Dar es Salaam,sorghum,1300
2025-06-02,2025-06-06,Dar es Salaam,bulrush_millet,1000
2025-06-02,2025-06-06,Dar es Salaam,finger_millet,3200
2025-06-02,2025-06-06,Dar es Salaam,round_potato,1000
2025-06-02,2025-06-06,Dodoma,maize,800
2025-06-02,2025-06-06,Dodoma,rice,2700
2025-06-02,2025-06-06,Dodoma,beans,2900
2025-06-02,2025-06-06,Dodoma,sorghum,600
2025-06-02,2025-06-06,Dodoma,bulrush_millet,1000
2025-06-02,2025-06-06,Dodoma,finger_millet,1900
2025-06-02,2025-06-06,Dodoma,round_potato,1000
2025-06-02,2025-06-06,Geita,maize,800
2025-06-02,2025-06-06,Geita,rice,2300
2025-06-02,2025-06-06,Geita,beans,2800
2025-06-02,2025-06-06,Geita,sorghum,1700
2025-06-02,2025-06-06,Geita,bulrush_millet,1900
2025-06-02,2025-06-06,Geita,finger_millet,1900
2025-06-02,2025-06-06,Geita,round_potato,1100
2025-06-02,2025-06-06,Iringa,maize,800
2025-06-02,2025-06-06,Iringa,rice,2300
2025-06-02,2025-06-06,Iringa,beans,2800
2025-06-02,2025-06-06,Iringa,sorghum,1400
2025-06-02,2025-06-06,Iringa,bulrush_millet,1400
2025-06-02,2025-06-06,Iringa,finger_millet,3300
2025-06-02,2025-06-06,Iringa,round_potato,700
2025-06-02,2025-06-06,Kagera,maize,1000
2025-06-02,2025-06-06,Kagera,rice,2200
2025-06-02,2025-06-06,Kagera,beans,2300
2025-06-02,2025-06-06,Kagera,sorghum,1600
2025-06-02,2025-06-06,Kagera,bulrush_millet,1600
2025-06-02,2025-06-06,Kagera,finger_millet,2800
2025-06-02,2025-06-06,Kagera,round_potato,900
2025-06-02,2025-06-06,Katavi,maize,600
2025-06-02,2025-06-06,Katavi,rice,2000
2025-06-02,2025-06-06,Katavi,beans,2900
2025-06-02,2025-06-06,Katavi,sorghum,2100
2025-06-02,2025-06-06,Katavi,bulrush_millet,
2025-06-02,2025-06-06,Katavi,finger_millet,1100
2025-06-02,2025-06-06,Katavi,round_potato,900
2025-06-02,2025-06-06,Kigoma,maize,700
2025-06-02,2025-06-06,Kigoma,rice,2100
2025-06-02,2025-06-06,Kigoma,beans,2300
2025-06-02,2025-06-06,Kigoma,sorghum,1800
2025-06-02,2025-06-06,Kigoma,bulrush_millet,1700
2025-06-02,2025-06-06,Kigoma,finger_millet,1300
2025-06-02,2025-06-06,Kigoma,round_potato,1100
2025-06-02,2025-06-06,Kilimanjaro,maize,
2025-06-02,2025-06-06,Kilimanjaro,rice,
2025-06-02,2025-06-06,Kilimanjaro,beans,
2025-06-02,2025-06-06,Kilimanjaro,sorghum,
2025-06-02,2025-06-06,Kilimanjaro,bulrush_millet,
2025-06-02,2025-06-06,Kilimanjaro,finger_millet,
2025-06-02,2025-06-06,Kilimanjaro,round_potato,
2025-06-02,2025-06-06,Lindi,maize,1000
2025-06-02,2025-06-06,Lindi,rice,2200
2025-06-02,2025-06-06,Lindi,beans,
2025-06-02,2025-06-06,Lindi,sorghum,2300
2025-06-02,2025-06-06,Lindi,bulrush_millet,2800
2025-06-02,2025-06-06,Lindi,finger_millet,2800
2025-06-02,2025-06-06,Lindi,round_potato,800
2025-06-02,2025-06-06,Manyara,maize,
2025-06-02,2025-06-06,Manyara,rice,
2025-06-02,2025-06-06,Manyara,beans,
2025-06-02,2025-06-06,Manyara,sorghum,
2025-06-02,2025-06-06,Manyara,bulrush_millet,
2025-06-02,2025-06-06,Manyara,finger_millet,
2025-06-02,2025-06-06,Manyara,round_potato,
2025-06-02,2025-06-06,Mara,maize,700
2025-06-02,2025-06-06,Mara,rice,2000
2025-06-02,2025-06-06,Mara,beans,2500
2025-06-02,2025-06-06,Mara,sorghum,1800
2025-06-02,2025-06-06,Mara,bulrush_millet,1600
2025-06-02,2025-06-06,Mara,finger_millet,2700
2025-06-02,2025-06-06,Mara,round_potato,1300
2025-06-02,2025-06-06,Mbeya,maize,700
2025-06-02,2025-06-06,Mbeya,rice,2100
2025-06-02,2025-06-06,Mbeya,beans,2700
2025-06-02,2025-06-06,Mbeya,sorghum,2100
2025-06-02,2025-06-06,Mbeya,bulrush_millet,
2025-06-02,2025-06-06,Mbeya,finger_millet,3200
2025-06-02,2025-06-06,Mbeya,round_potato,1000
2025-06-02,2025-06-06,Morogoro,maize,900
2025-06-02,2025-06-06,Morogoro,rice,2200
2025-06-02,2025-06-06,Morogoro,beans,3000
2025-06-02,2025-06-06,Morogoro,sorghum,1300
2025-06-02,2025-06-06,Morogoro,bulrush_millet,1300
2025-06-02,2025-06-06,Morogoro,finger_millet,
2025-06-02,2025-06-06,Morogoro,round_potato,700
2025-06-02,2025-06-06,Mtwara,maize,800
2025-06-02,2025-06-06,Mtwara,rice,2700
2025-06-02,2025-06-06,Mtwara,beans,2900
2025-06-02,2025-06-06,Mtwara,sorghum,2000
2025-06-02,2025-06-06,Mtwara,bulrush_millet,
