week_start,week_end,region,crop,price
2025-02-17,2025-02-21,Arusha,maize,800
2025-02-17,2025-02-21,Arusha,rice,2900
2025-02-17,2025-02-21,Arusha,beans,2700
2025-02-17,2025-02-21,Arusha,sorghum,1100
2025-02-17,2025-02-21,Arusha,bulrush_millet,
2025-02-17,2025-02-21,Arusha,finger_millet,1900
2025-02-17,2025-02-21,Arusha,round_potato,900
2025-02-17,2025-02-21,Dar es Salaam,maize,800
2025-02-17,2025-02-21,Dar es Salaam,rice,2400
2025-02-17,2025-02-21,Dar es Salaam,beans,3400
2025-02-17,2025-02-21,Dar es Salaam,sorghum,1800
2025-02-17,2025-02-21,Dar es Salaam,bulrush_millet,1200
2025-02-17,2025-02-21,Dar es Salaam,finger_millet,2400
2025-02-17,2025-02-21,Dar es Salaam,round_potato,900
2025-02-17,2025-02-21,Dodoma,maize,700
2025-02-17,2025-02-21,Dodoma,rice,
2025-02-17,2025-02-21,Dodoma,beans,
2025-02-17,2025-02-21,Dodoma,sorghum,700
2025-02-17,2025-02-21,Dodoma,bulrush_millet,
2025-02-17,2025-02-21,Dodoma,finger_millet,
2025-02-17,2025-02-21,Dodoma,round_potato,
2025-02-17,2025-02-21,Geita,maize,600
2025-02-17,2025-02-21,Geita,rice,1700
2025-02-17,2025-02-21,Geita,beans,2900
2025-02-17,2025-02-21,Geita,sorghum,1500
2025-02-17,2025-02-21,Geita,bulrush_millet,
2025-02-17,2025-02-21,Geita,finger_millet,
2025-02-17,2025-02-21,Geita,round_potato,1100
2025-02-17,2025-02-21,Iringa,maize,700
2025-02-17,2025-02-21,Iringa,rice,2400
2025-02-17,2025-02-21,Iringa,beans,2900
2025-02-17,2025-02-21,Iringa,sorghum,1100
2025-02-17,2025-02-21,Iringa,bulrush_millet,1200
2025-02-17,2025-02-21,Iringa,finger_millet,2500
2025-02-17,2025-02-21,Iringa,round_potato,800
2025-02-17,2025-02-21,Kagera,maize,800
2025-02-17,2025-02-21,Kagera,rice,1900
2025-02-17,2025-02-21,Kagera,beans,2500
2025-02-17,2025-02-21,Kagera,sorghum,1500
2025-02-17,2025-02-21,Kagera,bulrush_millet,1500
2025-02-17,2025-02-21,Kagera,finger_millet,2500
2025-02-17,2025-02-21,Kagera,round_potato,1000
2025-02-17,2025-02-21,Katavi,maize,700
2025-02-17,2025-02-21,Katavi,rice,2000
2025-02-17,2025-02-21,Katavi,beans,2500
2025-02-17,2025-02-21,Katavi,sorghum,1700
2025-02-17,2025-02-21,Katavi,bulrush_millet,1400
2025-02-17,2025-02-21,Katavi,finger_millet,2200
2025-02-17,2025-02-21,Katavi,round_potato,1100
2025-02-17,2025-02-21,Kigoma,maize,600
