week_start,week_end,region,crop,price
2026-03-09,2026-03-13,Arusha,maize,800
2026-03-09,2026-03-13,Arusha,rice,2900
2026-03-09,2026-03-13,Arusha,beans,1700
2026-03-09,2026-03-13,Arusha,sorghum,1300
2026-03-09,2026-03-13,Arusha,bulrush_millet,
2026-03-09,2026-03-13,Arusha,finger_millet,2000
2026-03-09,2026-03-13,Arusha,round_potato,1000
2026-03-09,2026-03-13,Dar es Salaam,maize,1000
2026-03-09,2026-03-13,Dar es Salaam,rice,3000
2026-03-09,2026-03-13,Dar es Salaam,beans,2900
2026-03-09,2026-03-13,Dar es Salaam,sorghum,1400
2026-03-09,2026-03-13,Dar es Salaam,bulrush_millet,1300
2026-03-09,2026-03-13,Dar es Salaam,finger_millet,2300
2026-03-09,2026-03-13,Dar es Salaam,round_potato,700
2026-03-09,2026-03-13,Dodoma,maize,800
2026-03-09,2026-03-13,Dodoma,rice,3200
2026-03-09,2026-03-13,Dodoma,beans,2000
2026-03-09,2026-03-13,Dodoma,sorghum,800
2026-03-09,2026-03-13,Dodoma,bulrush_millet,1100
2026-03-09,2026-03-13,Dodoma,finger_millet,2700
2026-03-09,2026-03-13,Dodoma,round_potato,700
2026-03-09,2026-03-13,Geita,maize,1000
2026-03-09,2026-03-13,Geita,rice,2700
2026-03-09,2026-03-13,Geita,beans,2200
2026-03-09,2026-03-13,Geita,sorghum,2000
2026-03-09,2026-03-13,Geita,bulrush_millet,2200
2026-03-09,2026-03-13,Geita,finger_millet,2200
2026-03-09,2026-03-13,Geita,round_potato,1500
2026-03-09,2026-03-13,Iringa,maize,700
2026-03-09,2026-03-13,Iringa,rice,2800
2026-03-09,2026-03-13,Iringa,beans,2200
2026-03-09,2026-03-13,Iringa,sorghum,1800
2026-03-09,2026-03-13,Iringa,bulrush_millet,1900
2026-03-09,2026-03-13,Iringa,finger_millet,2400
2026-03-09,2026-03-13,Iringa,round_potato,700
2026-03-09,2026-03-13,Kagera,maize,800
2026-03-09,2026-03-13,Kagera,rice,2500
2026-03-09,2026-03-13,Kagera,beans,1900
2026-03-09,2026-03-13,Kagera,sorghum,1300
2026-03-09,2026-03-13,Kagera,bulrush_millet,1600
2026-03-09,2026-03-13,Kagera,finger_millet,2500
2026-03-09,2026-03-13,Kagera,round_potato,900
2026-03-09,2026-03-13,Katavi,maize,700
2026-03-09,2026-03-13,Katavi,rice,2500
2026-03-09,2026-03-13,Katavi,beans,2500
2026-03-09,2026-03-13,Katavi,sorghum,2000
2026-03-09,2026-03-13,Katavi,bulrush_millet,
2026-03-09,2026-03-13,Katavi,finger_millet,2800
2026-03-09,2026-03-13,Katavi,round_potato,
2026-03-09,2026-03-13,Kigoma,maize,900
2026-03-09,2026-03-13,Kigoma,rice,2600
2026-03-09,2026-03-13,Kigoma,beans,1500
2026-03-09,2026-03-13,Kigoma,sorghum,1100
2026-03-09,2026-03-13,Kigoma,bulrush_millet,1100
2026-03-09,2026-03-13,Kigoma,finger_millet,2400
2026-03-09,2026-03-13,Kigoma,round_potato,1500
2026-03-09,2026-03-13,Lindi,maize,1100
2026-03-09,2026-03-13,Lindi,rice,3000
2026-03-09,2026-03-13,Lindi,beans,2800
2026-03-09,2026-03-13,Lindi,sorghum,2300
2026-03-09,2026-03-13,Lindi,bulrush_millet,2900
2026-03-09,2026-03-13,Lindi,finger_millet,2800
2026-03-09,2026-03-13,Lindi,round_potato,1000
2026-03-09,2026-03-13,Manyara,maize,900
2026-03-09,2026-03-13,Manyara,rice,2700
