week_start,week_end,region,crop,price
2026-04-20,2026-04-24,Arusha,maize,800
2026-04-20,2026-04-24,Arusha,rice,2900
2026-04-20,2026-04-24,Arusha,beans,2100
2026-04-20,2026-04-24,Arusha,sorghum,1300
2026-04-20,2026-04-24,Arusha,bulrush_millet,
2026-04-20,2026-04-24,Arusha,finger_millet,2200
2026-04-20,2026-04-24,Arusha,round_potato,900
2026-04-20,2026-04-24,Dar es Salaam,maize,900
2026-04-20,2026-04-24,Dar es Salaam,rice,3000
2026-04-20,2026-04-24,Dar es Salaam,beans,2800
2026-04-20,2026-04-24,Dar es Salaam,sorghum,1300
2026-04-20,2026-04-24,Dar es Salaam,bulrush_millet,1200
2026-04-20,2026-04-24,Dar es Salaam,finger_millet,2300
2026-04-20,2026-04-24,Dar es Salaam,round_potato,
2026-04-20,2026-04-24,Dodoma,maize,700
2026-04-20,2026-04-24,Dodoma,rice,3100
2026-04-20,2026-04-24,Dodoma,beans,2100
2026-04-20,2026-04-24,Dodoma,sorghum,900
2026-04-20,2026-04-24,Dodoma,bulrush_millet,1400
2026-04-20,2026-04-24,Dodoma,finger_millet,2200
2026-04-20,2026-04-24,Dodoma,round_potato,700
2026-04-20,2026-04-24,Geita,maize,1000
2026-04-20,2026-04-24,Geita,rice,2600
2026-04-20,2026-04-24,Geita,beans,2200
2026-04-20,2026-04-24,Geita,sorghum,2000
2026-04-20,2026-04-24,Geita,bulrush_millet,2200
2026-04-20,2026-04-24,Geita,finger_millet,2100
2026-04-20,2026-04-24,Geita,round_potato,1500
2026-04-20,2026-04-24,Iringa,maize,800
2026-04-20,2026-04-24,Iringa,rice,2800
2026-04-20,2026-04-24,Iringa,beans,2200
2026-04-20,2026-04-24,Iringa,sorghum,1800
2026-04-20,2026-04-24,Iringa,bulrush_millet,1900
2026-04-20,2026-04-24,Iringa,finger_millet,2300
2026-04-20,2026-04-24,Iringa,round_potato,600
2026-04-20,2026-04-24,Kagera,maize,900
2026-04-20,2026-04-24,Kagera,rice,2600
2026-04-20,2026-04-24,Kagera,beans,2000
2026-04-20,2026-04-24,Kagera,sorghum,1400
2026-04-20,2026-04-24,Kagera,bulrush_millet,1500
2026-04-20,2026-04-24,Kagera,finger_millet,2500
2026-04-20,2026-04-24,Kagera,round_potato,900
2026-04-20,2026-04-24,Katavi,maize,600
2026-04-20,2026-04-24,Katavi,rice,2400
2026-04-20,2026-04-24,Katavi,beans,2200
2026-04-20,2026-04-24,Katavi,sorghum,2600
