week_start,week_end,region,crop,price
2026-02-23,2026-02-27,Arusha,maize,800
2026-02-23,2026-02-27,Arusha,rice,2900
2026-02-23,2026-02-27,Arusha,beans,2100
2026-02-23,2026-02-27,Arusha,sorghum,1300
2026-02-23,2026-02-27,Arusha,bulrush_millet,
2026-02-23,2026-02-27,Arusha,finger_millet,2300
2026-02-23,2026-02-27,Arusha,round_potato,1200
2026-02-23,2026-02-27,Dar es Salaam,maize,1000
2026-02-23,2026-02-27,Dar es Salaam,rice,2900
2026-02-23,2026-02-27,Dar es Salaam,beans,2700
2026-02-23,2026-02-27,Dar es Salaam,sorghum,1300
2026-02-23,2026-02-27,Dar es Salaam,bulrush_millet,1300
2026-02-23,2026-02-27,Dar es Salaam,finger_millet,2400
2026-02-23,2026-02-27,Dar es Salaam,round_potato,1000
2026-02-23,2026-02-27,Dodoma,maize,800
2026-02-23,2026-02-27,Dodoma,rice,2800
2026-02-23,2026-02-27,Dodoma,beans,2100
2026-02-23,2026-02-27,Dodoma,sorghum,800
2026-02-23,2026-02-27,Dodoma,bulrush_millet,1200
2026-02-23,2026-02-27,Dodoma,finger_millet,2600
2026-02-23,2026-02-27,Dodoma,round_potato,1000
2026-02-23,2026-02-27,Geita,maize,1000
2026-02-23,2026-02-27,Geita,rice,2700
2026-02-23,2026-02-27,Geita,beans,2300
2026-02-23,2026-02-27,Geita,sorghum,2000
2026-02-23,2026-02-27,Geita,bulrush_millet,2200
2026-02-23,2026-02-27,Geita,finger_millet,2200
2026-02-23,2026-02-27,Geita,round_potato,1500
2026-02-23,2026-02-27,Iringa,maize,700
2026-02-23,2026-02-27,Iringa,rice,2800
2026-02-23,2026-02-27,Iringa,beans,2400
2026-02-23,2026-02-27,Iringa,sorghum,1800
2026-02-23,2026-02-27,Iringa,bulrush_millet,1900
2026-02-23,2026-02-27,Iringa,finger_millet,2400
2026-02-23,2026-02-27,Iringa,round_potato,700
2026-02-23,2026-02-27,Kagera,maize,900
2026-02-23,2026-02-27,Kagera,rice,1900
2026-02-23,2026-02-27,Kagera,beans,1900
2026-02-23,2026-02-27,Kagera,sorghum,1300
2026-02-23,2026-02-27,Kagera,bulrush_millet,1600
2026-02-23,2026-02-27,Kagera,finger_millet,2400
2026-02-23,2026-02-27,Kagera,round_potato,900
2026-02-23,2026-02-27,Kigoma,maize,800
2026-02-23,2026-02-27,Kigoma,rice,2800
2026-02-23,2026-02-27,Kigoma,beans,1700
2026-02-23,2026-02-27,Kigoma,sorghum,1100
2026-02-23,2026-02-27,Kigoma,bulrush_millet,1100
2026-02-23,2026-02-27,Kigoma,finger_millet,2300
2026-02-23,2026-02-27,Kigoma,round_potato,1500
2026-02-23,2026-02-27,Lindi,maize,1000
2026-02-23,2026-02-27,Lindi,rice,3000
2026-02-23,2026-02-27,Lindi,beans,2900
2026-02-23,2026-02-27,Lindi,sorghum,2300
2026-02-23,2026-02-27,Lindi,bulrush_millet,2900
2026-02-23,2026-02-27,Lindi,finger_millet,2800
2026-02-23,2026-02-27,Lindi,round_potato,1300
2026-02-23,2026-02-27,Mara,maize,900
2026-02-23,2026-02-27,Mara,rice,2900
2026-02-23,2026-02-27,Mara,beans,2200
2026-02-23,2026-02-27,Mara,sorghum,1600
2026-02-23,2026-02-27,Mara,bulrush_millet,1300
2026-02-23,2026-02-27,Mara,finger_millet,2500
2026-02-23,2026-02-27,Mara,round_potato,1400
2026-02-23,2026-02-27,Morogoro,maize,1300
2026-02-23,2026-02-27,Morogoro,rice,2700
2026-02-23,2026-02-27,Morogoro,beans,2600
2026-02-23,2026-02-27,Morogoro,sorghum,2600
2026-02-23,2026-02-27,Morogoro,bulrush_millet,
2026-02-23,2026-02-27,Morogoro,finger_millet,2400
2026-02-23,2026-02-27,Morogoro,round_potato,1000
2026-02-23,2026-02-27,Mtwara,maize,900
2026-02-23,2026-02-27,Mtwara,rice,2900
2026-02-23,2026-02-27,Mtwara,beans,2400
2026-02-23,2026-02-27,Mtwara,sorghum,2000
2026-02-23,2026-02-27,Mtwara,bulrush_millet,
2026-02-23,2026-02-27,Mtwara,finger_millet,
2026-02-23,2026-02-27,Mtwara,round_potato,1100
2026-02-23,2026-02-27,Mwanza,maize,1000
2026-02-23,2026-02-27,Mwanza,rice,3000
2026-02-23,2026-02-27,Mwanza,beans,2400
2026-02-23,2026-02-27,Mwanza,sorghum,1800
2026-02-23,2026-02-27,Mwanza,bulrush_millet,1500
2026-02-23,2026-02-27,Mwanza,finger_millet,2700
2026-02-23,2026-02-27,Mwanza,round_potato,1400
2026-02-23,2026-02-27,National Average,maize,900
2026-02-23,2026-02-27,National Average,rice,2500
2026-02-23,2026-02-27,National Average,beans,2200
2026-02-23,2026-02-27,National Average,sorghum,1600
