week_start,week_end,region,crop,price
2026-05-04,2026-05-08,Arusha,maize,800
2026-05-04,2026-05-08,Arusha,rice,2900
2026-05-04,2026-05-08,Arusha,beans,2100
2026-05-04,2026-05-08,Arusha,sorghum,1300
2026-05-04,2026-05-08,Arusha,bulrush_millet,
2026-05-04,2026-05-08,Arusha,finger_millet,2300
2026-05-04,2026-05-08,Arusha,round_potato,1000
2026-05-04,2026-05-08,Dar es Salaam,maize,1100
2026-05-04,2026-05-08,Dar es Salaam,rice,3200
2026-05-04,2026-05-08,Dar es Salaam,beans,2900
2026-05-04,2026-05-08,Dar es Salaam,sorghum,
2026-05-04,2026-05-08,Dar es Salaam,bulrush_millet,
2026-05-04,2026-05-08,Dar es Salaam,finger_millet,
2026-05-04,2026-05-08,Dar es Salaam,round_potato,700
2026-05-04,2026-05-08,Dodoma,maize,700
2026-05-04,2026-05-08,Dodoma,rice,3000
2026-05-04,2026-05-08,Dodoma,beans,2100
2026-05-04,2026-05-08,Dodoma,sorghum,
2026-05-04,2026-05-08,Dodoma,bulrush_millet,1400
2026-05-04,2026-05-08,Dodoma,finger_millet,2100
2026-05-04,2026-05-08,Dodoma,round_potato,700
2026-05-04,2026-05-08,Geita,maize,1000
2026-05-04,2026-05-08,Geita,rice,2300
2026-05-04,2026-05-08,Geita,beans,2200
2026-05-04,2026-05-08,Geita,sorghum,2000
2026-05-04,2026-05-08,Geita,bulrush_millet,2200
2026-05-04,2026-05-08,Geita,finger_millet,2100
2026-05-04,2026-05-08,Geita,round_potato,1100
2026-05-04,2026-05-08,Iringa,maize,800
2026-05-04,2026-05-08,Iringa,rice,2600
2026-05-04,2026-05-08,Iringa,beans,2400
2026-05-04,2026-05-08,Iringa,sorghum,1800
2026-05-04,2026-05-08,Iringa,bulrush_millet,1900
2026-05-04,2026-05-08,Iringa,finger_millet,2300
2026-05-04,2026-05-08,Iringa,round_potato,600
2026-05-04,2026-05-08,Kagera,maize,900
2026-05-04,2026-05-08,Kagera,rice,2700
2026-05-04,2026-05-08,Kagera,beans,2000
2026-05-04,2026-05-08,Kagera,sorghum,1300
2026-05-04,2026-05-08,Kagera,bulrush_millet,1500
2026-05-04,2026-05-08,Kagera,finger_millet,2600
2026-05-04,2026-05-08,Kagera,round_potato,900
2026-05-04,2026-05-08,Katavi,maize,500
2026-05-04,2026-05-08,Katavi,rice,2200
2026-05-04,2026-05-08,Katavi,beans,2000
2026-05-04,2026-05-08,Katavi,sorghum,2500
2026-05-04,2026-05-08,Katavi,bulrush_millet,2500
2026-05-04,2026-05-08,Katavi,finger_millet,2200
2026-05-04,2026-05-08,Katavi,round_potato,1000
2026-05-04,2026-05-08,Kigoma,maize,700
2026-05-04,2026-05-08,Kigoma,rice,2500
2026-05-04,2026-05-08,Kigoma,beans,1900
2026-05-04,2026-05-08,Kigoma,sorghum,1500
2026-05-04,2026-05-08,Kigoma,bulrush_millet,1500
2026-05-04,2026-05-08,Kigoma,finger_millet,2100
2026-05-04,2026-05-08,Kigoma,round_potato,800
2026-05-04,2026-05-08,Lindi,maize,900
2026-05-04,2026-05-08,Lindi,rice,2700
2026-05-04,2026-05-08,Lindi,beans,2500
2026-05-04,2026-05-08,Lindi,sorghum,2300
2026-05-04,2026-05-08,Lindi,bulrush_millet,
2026-05-04,2026-05-08,Lindi,finger_millet,3300
2026-05-04,2026-05-08,Lindi,round_potato,800
2026-05-04,2026-05-08,Manyara,maize,800
2026-05-04,2026-05-08,Manyara,rice,2500
2026-05-04,2026-05-08,Manyara,beans,2300
2026-05-04,2026-05-08,Manyara,sorghum,1700
2026-05-04,2026-05-08,Manyara,bulrush_millet,1900
2026-05-04,2026-05-08,Manyara,finger_millet,2500
2026-05-04,2026-05-08,Manyara,round_potato,800
2026-05-04,2026-05-08,Mara,maize,800
2026-05-04,2026-05-08,Mara,rice,2100
2026-05-04,2026-05-08,Mara,beans,2000
2026-05-04,2026-05-08,Mara,sorghum,1600
2026-05-04,2026-05-08,Mara,bulrush_millet,1200
2026-05-04,2026-05-08,Mara,finger_millet,2400
2026-05-04,2026-05-08,Mara,round_potato,1300
2026-05-04,2026-05-08,Mtwara,maize,700
2026-05-04,2026-05-08,Mtwara,rice,2800
2026-05-04,2026-05-08,Mtwara,beans,2100
2026-05-04,2026-05-08,Mtwara,sorghum,2000
2026-05-04,2026-05-08,Mtwara,bulrush_millet,
2026-05-04,2026-05-08,Mtwara,finger_millet,
2026-05-04,2026-05-08,Mtwara,round_potato,900
2026-05-04,2026-05-08,Mwanza,maize,900
2026-05-04,2026-05-08,Mwanza,rice,2400
2026-05-04,2026-05-08,Mwanza,beans,2400
2026-05-04,2026-05-08,Mwanza,sorghum,1600
2026-05-04,2026-05-08,Mwanza,bulrush_millet,1500
2026-05-04,2026-05-08,Mwanza,finger_millet,2300
2026-05-04,2026-05-08,Mwanza,round_potato,
2026-05-04,2026-05-08,National Average,maize,800
2026-05-04,2026-05-08,National Average,rice,2300
2026-05-04,2026-05-08,National Average,beans,2000
2026-05-04,2026-05-08,National Average,sorghum,1700
2026-05-04,2026-05-08,National Average,bulrush_millet,1600
2026-05-04,2026-05-08,National Average,finger_millet,2200
2026-05-04,2026-05-08,National Average,round_potato,900
2026-05-04,2026-05-08,Njombe,maize,600
2026-05-04,2026-05-08,Njombe,rice,2900
2026-05-04,2026-05-08,Njombe,beans,1700
2026-05-04,2026-05-08,Njombe,sorghum,1200
2026-05-04,2026-05-08,Njombe,bulrush_millet,
2026-05-04,2026-05-08,Njombe,finger_millet,1800
2026-05-04,2026-05-08,Njombe,round_potato,600
2026-05-04,2026-05-08,Pwani,maize,
2026-05-04,2026-05-08,Pwani,rice,
2026-05-04,2026-05-08,Pwani,beans,
2026-05-04,2026-05-08,Pwani,sorghum,
2026-05-04,2026-05-08,Pwani,bulrush_millet,
2026-05-04,2026-05-08,Pwani,finger_millet,
