week_start,week_end,region,crop,price
2024-12-16,2024-12-20,Arusha,maize,600
2024-12-16,2024-12-20,Arusha,rice,3000
2024-12-16,2024-12-20,Arusha,beans,2700
2024-12-16,2024-12-20,Arusha,sorghum,1000
2024-12-16,2024-12-20,Arusha,bulrush_millet,
2024-12-16,2024-12-20,Arusha,finger_millet,
2024-12-16,2024-12-20,Arusha,round_potato,1100
2024-12-16,2024-12-20,Dar es Salaam,maize,1000
2024-12-16,2024-12-20,Dar es Salaam,rice,2300
2024-12-16,2024-12-20,Dar es Salaam,beans,3200
2024-12-16,2024-12-20,Dar es Salaam,sorghum,1000
2024-12-16,2024-12-20,Dar es Salaam,bulrush_millet,1000
2024-12-16,2024-12-20,Dar es Salaam,finger_millet,2600
2024-12-16,2024-12-20,Dar es Salaam,round_potato,1000
2024-12-16,2024-12-20,Dodoma,maize,
2024-12-16,2024-12-20,Dodoma,rice,
2024-12-16,2024-12-20,Dodoma,beans,
2024-12-16,2024-12-20,Dodoma,sorghum,
2024-12-16,2024-12-20,Dodoma,bulrush_millet,
2024-12-16,2024-12-20,Dodoma,finger_millet,
2024-12-16,2024-12-20,Dodoma,round_potato,
2024-12-16,2024-12-20,Geita,maize,700
2024-12-16,2024-12-20,Geita,rice,1700
2024-12-16,2024-12-20,Geita,beans,3200
2024-12-16,2024-12-20,Geita,sorghum,1600
2024-12-16,2024-12-20,Geita,bulrush_millet,
2024-12-16,2024-12-20,Geita,finger_millet,
2024-12-16,2024-12-20,Geita,round_potato,1200
2024-12-16,2024-12-20,Iringa,maize,700
2024-12-16,2024-12-20,Iringa,rice,2000
2024-12-16,2024-12-20,Iringa,beans,2900
2024-12-16,2024-12-20,Iringa,sorghum,1400
2024-12-16,2024-12-20,Iringa,bulrush_millet,1400
2024-12-16,2024-12-20,Iringa,finger_millet,2300
2024-12-16,2024-12-20,Iringa,round_potato,800
2024-12-16,2024-12-20,Kagera,maize,900
2024-12-16,2024-12-20,Kagera,rice,2300
2024-12-16,2024-12-20,Kagera,beans,2200
2024-12-16,2024-12-20,Kagera,sorghum,1400
2024-12-16,2024-12-20,Kagera,bulrush_millet,1500
2024-12-16,2024-12-20,Kagera,finger_millet,2500
2024-12-16,2024-12-20,Kagera,round_potato,900
2024-12-16,2024-12-20,Katavi,maize,600
2024-12-16,2024-12-20,Katavi,rice,1400
2024-12-16,2024-12-20,Katavi,beans,2800
2024-12-16,2024-12-20,Katavi,sorghum,2200
2024-12-16,2024-12-20,Katavi,bulrush_millet,
2024-12-16,2024-12-20,Katavi,finger_millet,1600
2024-12-16,2024-12-20,Katavi,round_potato,1400
2024-12-16,2024-12-20,Kilimanjaro,maize,1000
2024-12-16,2024-12-20,Kilimanjaro,rice,1700
2024-12-16,2024-12-20,Kilimanjaro,beans,2700
2024-12-16,2024-12-20,Kilimanjaro,sorghum,
2024-12-16,2024-12-20,Kilimanjaro,bulrush_millet,
2024-12-16,2024-12-20,Kilimanjaro,finger_millet,
2024-12-16,2024-12-20,Kilimanjaro,round_potato,1000
2024-12-16,2024-12-20,Lindi,maize,1000
2024-12-16,2024-12-20,Lindi,rice,2400
2024-12-16,2024-12-20,Lindi,beans,3100
2024-12-16,2024-12-20,Lindi,sorghum,2800
2024-12-16,2024-12-20,Lindi,bulrush_millet,2900
2024-12-16,2024-12-20,Lindi,finger_millet,2300
2024-12-16,2024-12-20,Lindi,round_potato,1100
2024-12-16,2024-12-20,Manyara,maize,700
2024-12-16,2024-12-20,Manyara,rice,2300
2024-12-16,2024-12-20,Manyara,beans,2900
2024-12-16,2024-12-20,Manyara,sorghum,1800
2024-12-16,2024-12-20,Manyara,bulrush_millet,
2024-12-16,2024-12-20,Manyara,finger_millet,
2024-12-16,2024-12-20,Manyara,round_potato,1200
2024-12-16,2024-12-20,Mara,maize,800
2024-12-16,2024-12-20,Mara,rice,1700
2024-12-16,2024-12-20,Mara,beans,3000
2024-12-16,2024-12-20,Mara,sorghum,1800
2024-12-16,2024-12-20,Mara,bulrush_millet,1800
2024-12-16,2024-12-20,Mara,finger_millet,2700
2024-12-16,2024-12-20,Mara,round_potato,1400
2024-12-16,2024-12-20,Mbeya,maize,600
2024-12-16,2024-12-20,Mbeya,rice,2000
2024-12-16,2024-12-20,Mbeya,beans,2900
2024-12-16,2024-12-20,Mbeya,sorghum,2000
2024-12-16,2024-12-20,Mbeya,bulrush_millet,2000
2024-12-16,2024-12-20,Mbeya,finger_millet,1800
2024-12-16,2024-12-20,Mbeya,round_potato,1000
2024-12-16,2024-12-20,Morogoro,maize,800
2024-12-16,2024-12-20,Morogoro,rice,1900
2024-12-16,2024-12-20,Morogoro,beans,2900
2024-12-16,2024-12-20,Morogoro,sorghum,1500
2024-12-16,2024-12-20,Morogoro,bulrush_millet,
2024-12-16,2024-12-20,Morogoro,finger_millet,2500
2024-12-16,2024-12-20,Morogoro,round_potato,800
2024-12-16,2024-12-20,Mtwara,maize,800
2024-12-16,2024-12-20,Mtwara,rice,2200
2024-12-16,2024-12-20,Mtwara,beans,3100
2024-12-16,2024-12-20,Mtwara,sorghum,1900
2024-12-16,2024-12-20,Mtwara,bulrush_millet,4000
2024-12-16,2024-12-20,Mtwara,finger_millet,2500
2024-12-16,2024-12-20,Mtwara,round_potato,1100
2024-12-16,2024-12-20,Mwanza,maize,800
2024-12-16,2024-12-20,Mwanza,rice,2200
2024-12-16,2024-12-20,Mwanza,beans,3000
2024-12-16,2024-12-20,Mwanza,sorghum,1500
2024-12-16,2024-12-20,Mwanza,bulrush_millet,1300
2024-12-16,2024-12-20,Mwanza,finger_millet,1900
2024-12-16,2024-12-20,Mwanza,round_potato,1000
2024-12-16,2024-12-20,National Average,maize,700
2024-12-16,2024-12-20,National Average,rice,2000
2024-12-16,2024-12-20,National Average,beans,2900
2024-12-16,2024-12-20,National Average,sorghum,1600
2024-12-16,2024-12-20,National Average,bulrush_millet,1800
2024-12-16,2024-12-20,National Average,finger_millet,2200
